Price,Year,Kilometer,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,Make,Location,Fuel Type
4400000,2018,70000,4657.0,1881.0,1678.0,5.0,67.0,BMW,Mumbai,Diesel
1600000,2015,145000,4705.0,1840.0,1850.0,7.0,80.0,Toyota,Mohali,Diesel
198000,2017,24000,3429.0,1560.0,1541.0,5.0,28.0,Datsun,Faridabad,Petrol
310000,2011,26000,3940.0,1710.0,1505.0,5.0,45.0,Hyundai,Mumbai,Petrol
315000,2017,15507,3679.0,1579.0,1478.0,5.0,28.0,Renault,Thane,Petrol
775000,2018,39000,4440.0,1695.0,1495.0,5.0,40.0,Honda,Noida,Petrol
625000,2017,58000,3995.0,1735.0,1515.0,5.0,37.0,Maruti Suzuki,Chennai,Petrol
775000,2015,82000,4270.0,1780.0,1630.0,5.0,60.0,Hyundai,Raipur,Diesel
1549000,2018,95315,4735.0,1830.0,1795.0,7.0,55.0,Toyota,Karnal,Diesel
1679000,2016,46000,4633.0,1811.0,1429.0,5.0,57.0,BMW,Delhi,Diesel
725000,2019,11874,3840.0,1735.0,1530.0,5.0,37.0,Maruti Suzuki,Mumbai,Petrol
540000,2014,86000,4370.0,1700.0,1475.0,5.0,43.0,Hyundai,Lucknow,Diesel
350000,2014,111000,3970.0,1682.0,1453.0,5.0,45.0,Volkswagen,Ambala Cantt,Diesel
1689999,2015,50000,4370.0,1783.0,1458.0,5.0,60.0,Volvo,Coimbatore,Diesel
625000,2021,28000,3994.0,1758.0,1572.0,5.0,40.0,Nissan,Zirakpur,Petrol
475000,2019,25000,3695.0,1600.0,1560.0,5.0,35.0,Maruti Suzuki,Muzaffurpur,Petrol
1650000,2021,12000,4315.0,1800.0,1637.0,5.0,50.0,Kia,Raipur,Diesel
409999,2019,32000,3610.0,1645.0,1560.0,5.0,35.0,Hyundai,Zirakpur,Petrol
5900000,2014,70000,4879.0,2073.0,1780.0,5.0,77.0,Land Rover,Mumbai,Diesel
2100000,2017,112000,4735.0,1830.0,1795.0,7.0,55.0,Toyota,Hyderabad,Diesel
2750000,2017,51800,4936.0,1868.0,1479.0,5.0,65.0,BMW,Navi Mumbai,Diesel
545000,2017,22000,3700.0,1690.0,1595.0,5.0,32.0,Maruti Suzuki,Delhi,Petrol
740000,2015,155000,4655.0,1965.0,1922.0,7.0,55.0,Tata,Hyderabad,Diesel
2400000,2016,60000,4879.0,1854.0,1474.0,5.0,80.0,Mercedes-Benz,Nashik,Petrol
4500000,2018,23000,4936.0,1868.0,1479.0,5.0,65.0,BMW,Pune,Diesel
465000,2014,75000,3850.0,1695.0,1530.0,5.0,42.0,Maruti Suzuki,Mohali,Petrol
375000,2014,71000,3987.0,1687.0,1495.0,5.0,45.0,Fiat,Hyderabad,Diesel
2900000,2017,64000,4385.0,1831.0,1608.0,5.0,64.0,Audi,Chennai,Diesel
795000,2018,45326,3999.0,1734.0,1601.0,5.0,40.0,Honda,Mumbai,Petrol
5250000,2020,28079,4686.0,1810.0,1442.0,5.0,66.0,Mercedes-Benz,Mumbai,Diesel
2900000,2019,15529,4456.0,1796.0,1416.0,5.0,50.0,Audi,Mumbai,Diesel
2250000,2015,43200,4424.0,1804.0,1494.0,5.0,50.0,Mercedes-Benz,Pune,Petrol
1050000,2017,29386,4440.0,1695.0,1495.0,5.0,40.0,Honda,Bangalore,Petrol
765000,2021,18105,3765.0,1660.0,1520.0,5.0,43.0,Hyundai,Bangalore,Petrol
675000,2017,125372,4300.0,1765.0,1590.0,5.0,48.0,Maruti Suzuki,Coimbatore,Diesel
2400000,2015,100000,4933.0,1874.0,1455.0,5.0,75.0,Audi,Jaipur,Diesel
509999,2019,40000,3675.0,1475.0,1800.0,7.0,40.0,Maruti Suzuki,Thane,Petrol
2750000,2022,31000,4695.0,1890.0,1755.0,7.0,60.0,Mahindra,Jaipur,Diesel
2600000,2012,42000,4969.0,2139.0,1420.0,5.0,65.0,Audi,Lucknow,Diesel
495000,2012,65001,4440.0,1695.0,1485.0,5.0,42.0,Honda,Pune,Petrol
2400000,2014,42533,5089.0,1983.0,1737.0,7.0,100.0,Audi,Mumbai,Diesel
495000,2018,45000,3765.0,1660.0,1520.0,5.0,43.0,Hyundai,Mumbai,Petrol
4200000,2018,36000,4600.0,2069.0,1724.0,7.0,65.0,Land Rover,Raipur,Diesel
2550000,2017,44000,4795.0,1855.0,1835.0,7.0,80.0,Toyota,Delhi,Diesel
480000,2016,85000,3995.0,1695.0,1555.0,5.0,42.0,Maruti Suzuki,Lucknow,Diesel
1750000,2021,17000,4270.0,1780.0,1630.0,5.0,60.0,Hyundai,Kanpur,Diesel
850000,2019,72000,4296.0,1695.0,1685.0,7.0,45.0,Maruti Suzuki,Lucknow,Diesel
434999,2019,34400,3610.0,1645.0,1560.0,5.0,35.0,Hyundai,Ranchi,Petrol
1070000,2021,8800,3995.0,1770.0,1605.0,5.0,45.0,Hyundai,Delhi,Petrol
1530000,2022,2000,4549.0,1748.0,1489.0,5.0,40.0,Honda,Delhi,Petrol
1598000,2020,19700,4300.0,1790.0,1635.0,5.0,50.0,Hyundai,Mumbai,Diesel
645000,2016,45000,4375.0,1700.0,1475.0,5.0,43.0,Hyundai,Delhi,Petrol
650000,2017,76000,3995.0,1695.0,1555.0,5.0,42.0,Maruti Suzuki,Navi Mumbai,Diesel
545000,2013,110000,4384.0,1699.0,1466.0,5.0,55.0,Volkswagen,Bangalore,Diesel
1095000,2022,2700,4440.0,1695.0,1495.0,5.0,40.0,Honda,Delhi,Petrol
1975000,2018,75000,4735.0,1830.0,1795.0,7.0,55.0,Toyota,Ahmedabad,Diesel
18000000,2011,60000,5399.0,1948.0,1550.0,5.0,82.5,Rolls-Royce,Mumbai,Petrol
1839000,2017,110000,4385.0,1831.0,1608.0,5.0,64.0,Audi,Mumbai,Diesel
1500000,2016,70000,4861.0,1864.0,1483.0,5.0,66.0,Skoda,Raipur,Petrol
2100000,2017,42000,4385.0,1831.0,1608.0,5.0,64.0,Audi,Gurgaon,Diesel
345000,2015,70000,3971.0,1682.0,1469.0,5.0,45.0,Volkswagen,Faridabad,Diesel
850000,2018,52890,4440.0,1695.0,1495.0,5.0,40.0,Honda,Gurgaon,Petrol
1425000,2018,72870,4270.0,1780.0,1665.0,5.0,55.0,Hyundai,Mumbai,Diesel
675000,2017,48591,3985.0,1734.0,1505.0,5.0,45.0,Hyundai,Hyderabad,Petrol
925000,2019,60888,3995.0,1821.0,1627.0,5.0,42.0,Mahindra,Jalandhar,Diesel
210000,2014,48000,3495.0,1550.0,1500.0,5.0,32.0,Hyundai,Lucknow,Petrol
760000,2018,20251,3994.0,1811.0,1607.0,5.0,44.0,Tata,Pune,Petrol
640000,2015,49000,4375.0,1700.0,1475.0,5.0,43.0,Hyundai,Mumbai,Diesel
340000,2013,66000,3850.0,1695.0,1530.0,5.0,42.0,Maruti Suzuki,Meerut,Petrol
5995000,2020,54200,4600.0,2069.0,1724.0,7.0,70.0,Land Rover,Indore,Diesel
695000,2017,51292,4440.0,1695.0,1495.0,5.0,40.0,Honda,Thane,Petrol
465000,2015,89000,3886.0,1695.0,1525.0,5.0,40.0,Ford,Jaipur,Diesel
735000,2019,55000,3995.0,1745.0,1510.0,5.0,37.0,Toyota,Jaipur,Petrol
1300000,1988,71000,5063.0,1860.0,1494.0,5.0,80.0,Mercedes-Benz,Dehradun,Petrol
1848999,2021,20000,4500.0,1790.0,1675.0,7.0,50.0,Hyundai,Karnal,Diesel
685000,2016,68500,4440.0,1695.0,1495.0,5.0,40.0,Honda,Ahmedabad,Petrol
875000,2014,99000,4690.0,1880.0,1690.0,7.0,64.0,Hyundai,Delhi,Diesel
2039999,2018,110000,4735.0,1830.0,1795.0,7.0,55.0,Toyota,Delhi,Diesel
700000,2019,19244,3995.0,1745.0,1510.0,5.0,37.0,Toyota,Zirakpur,Petrol
550000,2020,19000,3655.0,1620.0,1675.0,5.0,32.0,Maruti Suzuki,Varanasi,Petrol
825000,2015,75000,4690.0,1880.0,1690.0,7.0,64.0,Hyundai,Delhi,Diesel
3100000,2021,29000,4735.0,1830.0,1795.0,7.0,55.0,Toyota,Bangalore,Diesel
1400000,2013,60000,4915.0,1874.0,1455.0,5.0,65.0,Audi,Pune,Diesel
425000,2015,80000,3850.0,1695.0,1530.0,5.0,42.0,Maruti Suzuki,Noida,Petrol
4375000,2018,54500,4640.0,1845.0,1645.0,5.0,56.0,Lexus,Delhi,Petrol
3000000,2021,38000,4735.0,1830.0,1795.0,7.0,55.0,Toyota,Mumbai,Diesel
6600000,2021,16785,4658.0,1890.0,1644.0,5.0,66.0,Mercedes-Benz,Bangalore,Petrol
640000,2016,52000,3995.0,1790.0,1640.0,5.0,48.0,Maruti Suzuki,Delhi,Diesel
695000,2019,42678,3985.0,1734.0,1505.0,5.0,45.0,Hyundai,Mumbai,Petrol
245000,2010,95000,4420.0,1695.0,1480.0,5.0,42.0,Honda,Gurgaon,Petrol
690000,2016,65000,4315.0,1822.0,1695.0,5.0,50.0,Renault,Delhi,Diesel
1500000,2021,31000,4221.0,1760.0,1612.0,5.0,50.0,Volkswagen,Hyderabad,Petrol
270000,2014,82682,3620.0,1475.0,1460.0,5.0,35.0,Maruti Suzuki,Pune,Petrol
545000,2016,70500,3995.0,1760.0,1555.0,5.0,45.0,Hyundai,Jamshedpur,Diesel
1875000,2021,10000,4720.0,1835.0,1760.0,6.0,60.0,MG,Faridabad,Petrol
254999,2016,57159,3679.0,1579.0,1478.0,5.0,28.0,Renault,Varanasi,Petrol
2785000,2016,120000,4838.0,1915.0,1837.0,7.0,82.0,Land Rover,Delhi,Diesel
1800000,2021,17000,3985.0,1820.0,1844.0,4.0,57.0,Mahindra,Pune,Diesel
475000,2012,40000,4440.0,1695.0,1485.0,5.0,42.0,Honda,Pune,Petrol
650000,2020,58100,3985.0,1734.0,1505.0,5.0,45.0,Hyundai,Lucknow,Petrol
1199000,2012,12749,4705.0,1840.0,1850.0,7.0,80.0,Toyota,Kolkata,Diesel
650000,2013,83466,4660.0,1890.0,1760.0,7.0,70.0,Hyundai,Jaipur,Diesel
795000,2015,86000,4456.0,1820.0,1930.0,8.0,60.0,Mahindra,Purnea,Diesel
2385000,2015,60921,4686.0,1810.0,1442.0,5.0,66.0,Mercedes-Benz,Pune,Petrol
1700000,2014,78000,4629.0,1898.0,1653.0,5.0,75.0,Audi,Ahmedabad,Diesel
380000,2012,53000,4370.0,1700.0,1475.0,5.0,43.0,Hyundai,Mumbai,Petrol
295000,2016,34736,3679.0,1579.0,1478.0,5.0,28.0,Renault,Hyderabad,Petrol
1750000,2020,14400,4598.0,1894.0,1706.0,5.0,50.0,Tata,Ahmedabad,Diesel
525000,2015,85000,3920.0,1710.0,1930.0,7.0,60.0,Mahindra,Ambala Cantt,Diesel
2180000,2018,77590,4456.0,1796.0,1416.0,5.0,50.0,Audi,Delhi,Petrol
8000000,2017,25000,4784.0,2080.0,1391.0,4.0,60.9,Ford,Chennai,Petrol
4325000,2018,40545,4731.0,2071.0,1651.0,5.0,82.0,Jaguar,Ahmedabad,Diesel
120000,2009,80000,3715.0,1680.0,1620.0,5.0,43.0,Maruti Suzuki,Kanpur,Diesel
735000,2018,42000,3995.0,1735.0,1515.0,5.0,37.0,Maruti Suzuki,Mumbai,Petrol
900000,2018,55000,4413.0,1699.0,1466.0,5.0,55.0,Skoda,Pune,Petrol
795000,2014,53000,4838.0,1817.0,1482.0,5.0,60.0,Skoda,Delhi,Petrol
3300000,2018,17000,3821.0,1727.0,1414.0,5.0,44.0,MINI,Delhi,Diesel
3775000,2020,50000,4795.0,1855.0,1835.0,7.0,80.0,Toyota,Mumbai,Diesel
325000,2012,70000,4520.0,1850.0,1895.0,8.0,55.0,Mahindra,Patna,Diesel
725000,2017,75793,3995.0,1790.0,1640.0,5.0,48.0,Maruti Suzuki,Navi Mumbai,Diesel
994999,2012,89311,4635.0,1865.0,1484.0,5.0,67.5,Volvo,Hyderabad,Diesel
785000,2018,80000,3995.0,1790.0,1640.0,5.0,48.0,Maruti Suzuki,Mohali,Diesel
7500000,2020,38000,4696.0,1923.0,1624.0,5.0,65.0,Porsche,Ahmedabad,Petrol
2799000,2019,69500,4795.0,1855.0,1835.0,7.0,80.0,Toyota,Delhi,Diesel
390000,2018,66794,3599.0,1495.0,1700.0,5.0,35.0,Maruti Suzuki,Kolkata,Petrol
9000000,2019,27000,4696.0,1923.0,1624.0,5.0,65.0,Porsche,Hyderabad,Petrol
675000,2017,35616,3995.0,1745.0,1500.0,5.0,37.0,Maruti Suzuki,Pune,Petrol
320000,2015,64000,3675.0,1475.0,1800.0,5.0,40.0,Maruti Suzuki,Ranchi,Petrol
840000,2020,7000,3995.0,1745.0,1500.0,5.0,37.0,Maruti Suzuki,Chennai,Petrol
310000,2015,45000,3599.0,1495.0,1700.0,5.0,35.0,Maruti Suzuki,Ranchi,Petrol
795000,2017,9000,4296.0,1695.0,1685.0,7.0,45.0,Maruti Suzuki,Delhi,Petrol
860000,2021,11030,3995.0,1745.0,1510.0,5.0,37.0,Toyota,Bangalore,Petrol
390000,2015,49123,3585.0,1595.0,1550.0,5.0,35.0,Hyundai,Patna,Petrol
520000,2018,46000,3995.0,1695.0,1555.0,5.0,42.0,Maruti Suzuki,Bhubaneswar,Diesel
675000,2018,64000,3995.0,1790.0,1640.0,5.0,48.0,Maruti Suzuki,Lucknow,Diesel
475000,2021,7942,3565.0,1520.0,1564.0,5.0,27.0,Maruti Suzuki,Thane,Petrol
265000,2017,52100,3395.0,1490.0,1475.0,5.0,35.0,Maruti Suzuki,Lucknow,Petrol
950000,2019,32809,4386.0,1699.0,1466.0,5.0,55.0,Skoda,Coimbatore,Diesel
1750000,2014,101000,4705.0,1840.0,1850.0,7.0,80.0,Toyota,Jalandhar,Diesel
2225000,2016,40500,4456.0,1796.0,1416.0,5.0,50.0,Audi,Mumbai,Diesel
1748999,2021,25700,4395.0,1818.0,1640.0,5.0,60.0,Jeep,Karnal,Petrol
2250000,2014,85000,4804.0,2141.0,1796.0,5.0,70.0,Mercedes-Benz,Delhi,Diesel
690000,2017,17268,3985.0,1734.0,1505.0,5.0,45.0,Hyundai,Nashik,Petrol
561000,2017,68000,3995.0,1745.0,1500.0,5.0,37.0,Maruti Suzuki,Noida,Petrol
1580000,2020,57000,4395.0,1818.0,1640.0,5.0,60.0,Jeep,Pune,Diesel
595000,2017,44100,3995.0,1695.0,1555.0,5.0,42.0,Maruti Suzuki,Mumbai,Petrol
235000,2009,115000,3940.0,1710.0,1505.0,5.0,45.0,Hyundai,Coimbatore,Petrol
450000,2014,23000,3995.0,1710.0,1505.0,5.0,45.0,Hyundai,Ahmedabad,Petrol
4590000,2018,95786,4819.0,2141.0,1796.0,5.0,93.0,Mercedes-Benz,Delhi,Diesel
2150000,2016,95401,4385.0,1831.0,1608.0,5.0,64.0,Audi,Bangalore,Diesel
1850000,2020,7000,4315.0,1800.0,1645.0,5.0,50.0,Kia,Bangalore,Petrol
1175000,2017,24000,4620.0,1800.0,1465.0,5.0,50.0,Hyundai,Mumbai,Petrol
250000,2012,68000,3539.0,1495.0,1700.0,5.0,35.0,Maruti Suzuki,Kanpur,Petrol
400000,2015,41273,4250.0,1670.0,1370.0,5.0,45.0,Hyundai,Mumbai,Petrol
1100000,2018,65954,4270.0,1780.0,1665.0,5.0,55.0,Hyundai,Pune,Diesel
395000,2016,28000,3585.0,1595.0,1550.0,5.0,35.0,Hyundai,Mumbai,Petrol
425000,2021,38848,3565.0,1520.0,1564.0,5.0,27.0,Maruti Suzuki,Panchkula,Petrol
2190000,2017,30000,4735.0,1830.0,1795.0,7.0,55.0,Toyota,Chennai,Diesel
421000,2017,69000,3995.0,1695.0,1555.0,5.0,42.0,Maruti Suzuki,Faridabad,Petrol
560000,2016,22700,3995.0,1760.0,1555.0,5.0,45.0,Hyundai,Mumbai,Petrol
3250000,2019,41000,4385.0,1831.0,1608.0,5.0,64.0,Audi,Hyderabad,Diesel
875000,2014,100000,4456.0,1820.0,1995.0,8.0,60.0,Mahindra,Mumbai,Diesel
899000,2018,13066,4490.0,1730.0,1485.0,5.0,43.0,Maruti Suzuki,Bangalore,Petrol
425000,2015,75000,4315.0,1822.0,1695.0,5.0,50.0,Renault,Kanpur,Diesel
425000,2019,53241,3565.0,1520.0,1564.0,5.0,27.0,Maruti Suzuki,Mirzapur,Petrol
3875000,2021,12000,4299.0,1822.0,1557.0,5.0,47.0,MINI,Delhi,Petrol
500000,2013,65000,4440.0,1695.0,1485.0,5.0,42.0,Honda,Chennai,Petrol
1225000,2012,97000,4705.0,1840.0,1850.0,7.0,80.0,Toyota,Jalandhar,Diesel
1789999,2017,49000,4735.0,1830.0,1795.0,7.0,65.0,Toyota,Delhi,Petrol
240000,2013,64000,3515.0,1500.0,1510.0,5.0,32.0,Hyundai,Faizabad,Petrol
935000,2019,56000,3990.0,1680.0,1505.0,5.0,35.0,Honda,Hyderabad,Diesel
775000,2018,39000,3995.0,1745.0,1510.0,5.0,37.0,Maruti Suzuki,Mumbai,Petrol
950000,2017,55000,4456.0,1820.0,1995.0,8.0,60.0,Mahindra,Patna,Diesel
549000,2018,53000,3765.0,1660.0,1520.0,5.0,43.0,Hyundai,Hyderabad,Petrol
3400000,2018,68000,4686.0,1810.0,1442.0,5.0,66.0,Mercedes-Benz,Hyderabad,Diesel
645000,2019,35000,3985.0,1734.0,1505.0,5.0,45.0,Hyundai,Mumbai,Petrol
2600000,2016,39000,4899.0,2094.0,1464.0,5.0,65.0,BMW,Delhi,Diesel
1375000,2011,62000,4701.0,1826.0,1427.0,5.0,63.0,Audi,Chennai,Diesel
1340000,2021,11000,4440.0,1695.0,1495.0,5.0,40.0,Honda,Mumbai,Petrol
840000,2020,11000,3840.0,1735.0,1530.0,5.0,37.0,Maruti Suzuki,Bangalore,Petrol
525000,2014,102000,3995.0,1695.0,1555.0,5.0,42.0,Maruti Suzuki,Salem,Petrol
625000,2022,7000,3675.0,1475.0,1825.0,7.0,40.0,Maruti Suzuki,Hyderabad,Petrol
215000,2012,20000,3495.0,1550.0,1500.0,5.0,32.0,Hyundai,Mumbai,Petrol
595000,2019,25000,3765.0,1660.0,1520.0,5.0,43.0,Hyundai,Hyderabad,Petrol
4150000,2022,22000,4762.0,1847.0,1433.0,5.0,54.0,Audi,Delhi,Petrol
750000,2018,65000,3840.0,1735.0,1530.0,5.0,37.0,Maruti Suzuki,Hyderabad,Diesel
550000,2013,47000,3999.0,1765.0,1708.0,5.0,52.0,Ford,Indore,Petrol
450000,2016,2000000,4315.0,1822.0,1695.0,5.0,50.0,Renault,Ranchi,Diesel
2700000,2018,45545,4795.0,1967.0,1416.0,5.0,56.0,Jaguar,Chandigarh,Diesel
6150000,2018,18000,4819.0,2141.0,1796.0,5.0,93.0,Mercedes-Benz,Chandigarh,Diesel
565000,2014,72782,3970.0,1682.0,1453.0,5.0,45.0,Volkswagen,Bangalore,Petrol
369000,2017,16800,3545.0,1490.0,1475.0,5.0,35.0,Maruti Suzuki,Mumbai,Petrol
1090000,2019,40900,4425.0,1730.0,1495.0,5.0,42.0,Toyota,Pune,Petrol
580000,2017,39000,3999.0,1734.0,1601.0,5.0,40.0,Honda,Guwahati,Petrol
2199000,2016,77000,4454.0,2044.0,1545.0,5.0,63.0,BMW,Surat,Diesel
1251000,2018,120000,4456.0,1820.0,1995.0,7.0,60.0,Mahindra,Ranchi,Diesel
540000,2017,38700,3990.0,1680.0,1505.0,5.0,35.0,Honda,Meerut,Petrol
1245000,2021,7239,4445.0,1775.0,1700.0,6.0,45.0,Maruti Suzuki,Udupi,Petrol
4749000,2020,14000,4633.0,1811.0,1429.0,5.0,57.0,BMW,Mumbai,Petrol
365000,2014,76000,3765.0,1660.0,1520.0,5.0,43.0,Hyundai,Ernakulam,Petrol
4300000,2020,11000,4526.0,1800.0,1420.0,5.0,50.0,BMW,Pune,Diesel
825000,2019,81300,3995.0,1790.0,1640.0,5.0,48.0,Maruti Suzuki,Ludhiana,Diesel
325000,2013,76000,3970.0,1682.0,1453.0,5.0,45.0,Volkswagen,Lucknow,Diesel
400000,2018,91460,3746.0,1647.0,1535.0,5.0,35.0,Tata,Kanpur,Petrol
3600000,2018,45000,4360.0,2120.0,1635.0,5.0,57.0,Land Rover,Delhi,Diesel
671000,2013,47000,4430.0,1817.0,1975.0,8.0,60.0,Mahindra,Patna,Diesel
3400000,2018,50000,4656.0,1890.0,1639.0,5.0,66.0,Mercedes-Benz,Delhi,Diesel
775000,2017,60500,4390.0,1699.0,1467.0,5.0,55.0,Volkswagen,Surat,Petrol
2150000,2014,81000,4781.0,1911.0,1774.0,5.0,95.0,Mercedes-Benz,Ahmedabad,Diesel
145000,2009,88000,4145.0,1632.0,1440.0,5.0,43.0,Ford,Unnao,Diesel
3590000,2020,19759,3982.0,1727.0,1425.0,5.0,44.0,MINI,Coimbatore,Diesel
375000,2011,77000,4540.0,1760.0,1480.0,5.0,55.0,Toyota,Faridabad,Petrol
645000,2015,58200,4370.0,1700.0,1475.0,5.0,43.0,Hyundai,Mumbai,Petrol
509999,2015,42000,3600.0,1600.0,1560.0,5.0,35.0,Maruti Suzuki,Bangalore,Petrol
545000,2013,63000,4530.0,1775.0,1470.0,5.0,56.0,Hyundai,Mumbai,Petrol
835000,2018,42855,4440.0,1695.0,1495.0,5.0,40.0,Honda,Pune,Petrol
960000,2018,24000,4315.0,1822.0,1695.0,5.0,50.0,Renault,Bangalore,Diesel
540000,2019,34000,3695.0,1600.0,1560.0,5.0,35.0,Maruti Suzuki,Chennai,Petrol
1475000,2022,9500,4315.0,1800.0,1637.0,5.0,50.0,Kia,Delhi,Petrol
3600000,2014,32000,5252.0,1899.0,1457.0,5.0,83.0,Jaguar,Pune,Diesel
1175000,2018,97000,4375.0,1700.0,1475.0,5.0,43.0,Hyundai,Jaipur,Diesel
475000,2014,72900,4370.0,1700.0,1475.0,5.0,43.0,Hyundai,Mumbai,Petrol
9900000,2021,28000,4986.0,1995.0,1705.0,5.0,85.0,Audi,Hyderabad,Petrol
650000,2022,6000,3845.0,1735.0,1530.0,5.0,37.0,Maruti Suzuki,Delhi,Petrol
6100000,2021,24500,4752.0,1918.0,1621.0,5.0,68.0,BMW,Mumbai,Diesel
370000,2013,41000,3585.0,1595.0,1550.0,5.0,35.0,Hyundai,Pune,Petrol
875000,2018,50000,4440.0,1695.0,1495.0,5.0,40.0,Honda,Patna,Petrol
695000,2018,66000,3995.0,1735.0,1515.0,5.0,37.0,Maruti Suzuki,Warangal,Diesel
2275000,2022,38000,4598.0,1894.0,1706.0,5.0,50.0,Tata,Mumbai,Diesel
2700000,2021,17000,4405.0,1818.0,1640.0,5.0,60.0,Jeep,Delhi,Petrol
545000,2014,74000,4370.0,1700.0,1475.0,5.0,43.0,Hyundai,Mohali,Diesel
540000,2021,22000,3655.0,1620.0,1675.0,5.0,32.0,Maruti Suzuki,Gorakhpur,Petrol
1099000,2018,20690,4413.0,1699.0,1466.0,5.0,55.0,Skoda,Bangalore,Petrol
1125000,2019,40000,4375.0,1700.0,1475.0,5.0,43.0,Hyundai,Ludhiana,Diesel
1299000,2018,50000,4270.0,1780.0,1630.0,5.0,60.0,Hyundai,Mumbai,Petrol
10800000,2021,20000,4935.0,2004.0,1696.0,5.0,83.0,BMW,Chandigarh,Petrol
1190000,2020,47248,4445.0,1775.0,1700.0,6.0,45.0,Maruti Suzuki,Jaipur,Petrol
795000,2021,9000,3993.0,1677.0,1532.0,5.0,35.0,Tata,Pune,Petrol
459999,2013,78000,4370.0,1700.0,1475.0,5.0,43.0,Hyundai,Ahmedabad,Diesel
3400000,2018,51000,4933.0,1874.0,1455.0,5.0,75.0,Audi,Hyderabad,Diesel
1050000,2018,34841,4270.0,1780.0,1665.0,5.0,55.0,Hyundai,Hyderabad,Petrol
385000,2014,46000,3995.0,1710.0,1505.0,5.0,45.0,Hyundai,Hyderabad,Petrol
585000,2015,61000,4440.0,1695.0,1495.0,5.0,40.0,Honda,Ranchi,Diesel
1650000,2014,55000,4456.0,1796.0,1416.0,5.0,50.0,Audi,Mumbai,Diesel
625000,2020,58736,3850.0,1695.0,1530.0,5.0,42.0,Maruti Suzuki,Kollam,Petrol
910000,2019,34000,4490.0,1730.0,1485.0,5.0,43.0,Maruti Suzuki,Delhi,Petrol
1275000,2018,47000,4585.0,1890.0,1785.0,7.0,70.0,Mahindra,Ranchi,Diesel
585000,2017,47000,3985.0,1734.0,1505.0,5.0,45.0,Hyundai,Delhi,Petrol
1035000,2017,79000,3920.0,1710.0,1930.0,7.0,60.0,Mahindra,Mysore,Diesel
1075000,2021,12020,3995.0,1775.0,1505.0,5.0,37.0,Hyundai,Mumbai,Petrol
1650000,2020,7000,4300.0,1790.0,1635.0,5.0,50.0,Hyundai,Ahmedabad,Diesel
1575000,2014,15000,4701.0,1826.0,1427.0,5.0,63.0,Audi,Delhi,Diesel
1950000,2014,82000,4648.0,1881.0,1661.0,5.0,67.0,BMW,Chandigarh,Diesel
6390000,2022,6000,4936.0,1868.0,1479.0,5.0,65.0,BMW,Mumbai,Diesel
1080000,2019,68000,4270.0,1780.0,1630.0,5.0,60.0,Hyundai,Bhopal,Diesel
5500000,2017,24000,5052.0,1968.0,1740.0,7.0,75.0,Audi,Gurgaon,Diesel
1080000,2020,56000,3995.0,1770.0,1605.0,5.0,45.0,Hyundai,Jalandhar,Diesel
800000,2015,25000,4585.0,1890.0,1785.0,7.0,70.0,Mahindra,Mumbai,Diesel
335000,2017,34000,3995.0,1635.0,1490.0,7.0,35.0,Datsun,Lucknow,Petrol
1185000,2021,10700,3995.0,1770.0,1605.0,5.0,45.0,Hyundai,Jaipur,Petrol
894999,2021,25000,3995.0,1775.0,1505.0,5.0,37.0,Hyundai,Mumbai,Petrol
650000,2019,54000,3995.0,1695.0,1501.0,5.0,35.0,Honda,Varanasi,Petrol
550000,2014,75000,3940.0,1710.0,1505.0,5.0,45.0,Hyundai,Bangalore,Diesel
550000,2016,88000,3995.0,1745.0,1500.0,5.0,37.0,Maruti Suzuki,Kanpur,Diesel
1650000,2016,139000,4385.0,1831.0,1608.0,5.0,64.0,Audi,Jaipur,Diesel
1600000,2022,1300,4225.0,1760.0,1612.0,5.0,50.0,Skoda,Mumbai,Petrol
1175000,2019,20000,4375.0,1700.0,1475.0,5.0,43.0,Hyundai,Delhi,Petrol
1995000,2018,122000,4695.0,1815.0,1840.0,7.0,70.0,Mitsubishi,Kota,Diesel
575000,2016,38000,3985.0,1734.0,1505.0,5.0,45.0,Hyundai,Patna,Diesel
1975000,2021,18500,4655.0,1835.0,1760.0,5.0,60.0,MG,Hyderabad,Diesel
1625000,2022,27800,4300.0,1790.0,1635.0,5.0,50.0,Hyundai,Gurgaon,Diesel
695000,2019,46027,3850.0,1695.0,1530.0,5.0,42.0,Maruti Suzuki,Hyderabad,Petrol
875000,2018,23148,4425.0,1730.0,1495.0,5.0,42.0,Toyota,Bangalore,Petrol
1495000,2017,28000,4670.0,1814.0,1476.0,5.0,50.0,Skoda,Mumbai,Petrol
725000,2019,11874,3840.0,1735.0,1530.0,5.0,37.0,Maruti Suzuki,Pune,Petrol
875000,2017,50000,4270.0,1780.0,1630.0,5.0,60.0,Hyundai,Mumbai,Petrol
2350000,2016,75000,4892.0,1860.0,1837.0,7.0,80.0,Ford,Mohali,Diesel
2690000,2019,15500,4633.0,1811.0,1429.0,5.0,57.0,BMW,Delhi,Diesel
695000,2016,82445,4490.0,1730.0,1485.0,5.0,43.0,Maruti Suzuki,Hyderabad,Diesel
600000,2014,75574,4440.0,1695.0,1495.0,5.0,40.0,Honda,Jaipur,Petrol
315000,2012,75000,3585.0,1595.0,1550.0,5.0,35.0,Hyundai,Pune,Petrol
